id|groupe|nom|ministère_interrogé|rubrique|titre|date|question|question_clean
456|Gauche démocrate et républicaine - NUPES|M. André Chassaigne|Économie, finances, souveraineté industrielle et numérique|énergie et carburants|Les conséquences de la hausse du prix du fioul domestique|02/08/2022|M. André Chassaigne interroge M. le ministre de l'économie, des finances et de la souveraineté industrielle et numérique sur les conséquences de la hausse du prix du fioul domestique. Les distributeurs de fioul domestique craignent de voir survenir de graves difficultés d'approvisionnement dans les prochains mois. En effet, plus de trois millions de foyers, essentiellement situés en milieu rural ou périurbain, utilisent le fioul comme énergie calorifique. Ainsi, ils détiennent une grande capacité de stockage, estimée pouvoir assurer 90 % des besoins annuels. Or force est de constater une diminution flagrante des approvisionnements chez les particuliers. Cette situation est intimement liée à la hausse des prix et au fait que les usagers du fioul domestiques espèrent un geste de l'État venant minorer cette hausse insoutenable. Pour autant, lorsque les premiers froids se feront ressentir, les cuves devront être remplies. Ainsi, les distributeurs craignent une incapacité à honorer l'intégralité des livraisons dès la prochaine période hivernale. Si aucune mesure n'est prise d'ici là, la situation d'approvisionnement en fioul domestique risque d'être ingérable. Au regard de ces arguments, il lui demande si des mesures visant à minorer les conséquences de la hausse du prix du fioul domestique vont être prises afin de permettre aux foyers équipés d'avoir un coût de chauffage abordable.|interroge économie finances souveraineté industrielle numérique conséquences hausse prix fioul domestique distributeurs fioul domestique craignent voir survenir graves difficultés approvisionnement prochains mois millions foyers essentiellement situés milieu rural périurbain utilisent fioul énergie calorifique détiennent grande capacité stockage estimée pouvoir assurer 90 besoins annuels force constater diminution flagrante approvisionnements particuliers situation intimement liée hausse prix usagers fioul domestiques espèrent geste état venant minorer hausse insoutenable autant premiers froids ressentir cuves devront remplies distributeurs craignent incapacité honorer intégralité livraisons prochaine période hivernale aucune mesure prise ici situation approvisionnement fioul domestique risque ingérable regard arguments demande mesures visant minorer conséquences hausse prix fioul domestique prises permettre foyers équipés coût chauffage abordable
457|Rassemblement National|Mme Florence Goulet|Transition énergétique|énergie et carburants|Pénurie de pellets et de bois|02/08/2022|Mme Florence Goulet alerte l'attention de Mme la ministre de la transition énergétique sur l'accroissement de la demande en combustible bois, l'augmentation des tarifs et le risque de pénurie à venir. Ces dernières années, les Français ont été vivement encouragés à s'équiper de chaudières ou de poêles à pellets pour abandonner les énergies fossiles. De nombreux ménages ont reçu des primes environnementales permettant d'aider à l'achat et à la pose de ces équipements. En dix ans, le nombre de chaudières et poêles à pellets a ainsi été multiplié par dix. Actuellement, ce sont environ 850 000 foyers qui sont équipés d'un chauffage aux pellets (ou granulés de bois). Or les granulés de bois sont aujourd'hui sujets à une inflation inédite. En un an, le prix de la palette d'environ une tonne de granulés en sac a doublé. En juillet 2021, la tonne de granulés en sac de 15 kg coûtait autour de 280 euros ; au mois de juillet 2022, elle dépasse les 550 euros. Les prix évoluent à la hausse, quasiment tous les jours, et les livraisons prennent plusieurs semaines, faisant craindre un risque imminent de pénurie. La guerre en Ukraine n'a fait que renforcer cette tendance. L'Allemagne, la Russie et la Biélorussie, les principaux exportateurs de pellets en France, ont stoppé toutes exportations de bois et sciures. La demande est maintenant plus forte que l'offre et les ressources commencent à faire défaut. C'est le cas dans la circonscription de Mme la député, où une élue municipale vient de l'interroger sur la rupture d'approvisionnement et l'augmentation des coûts. De nombreux Français ne sont plus certains de pouvoir acheter sur le long terme des granulés de bois aux prix inflationnistes, ou même qu'il y aura suffisamment de combustible pour répondre aux besoins de l'hiver 2022. Face à cette situation inédite et inquiétante, elle lui demande quelles mesures sont envisagées pour répondre aux besoins énergétiques à venir des Français et pour les aider à faire face à la pénurie et aux prix toujours plus élevés des combustible bois, mais aussi pour éviter que les producteurs français ne soient frappés par une pénurie de bois.|alerte attention transition énergétique accroissement demande combustible bois augmentation tarifs risque pénurie venir dernières années français été vivement encouragés équiper chaudières poêles pellets abandonner énergies fossiles ménages reçu primes environnementales permettant aider achat pose équipements ans nombre chaudières poêles pellets été multiplié actuellement 850 000 foyers équipés chauffage pellets granulés bois granulés bois aujourd'hui sujets inflation inédite an prix palette tonne granulés sac doublé juillet 2021 tonne granulés sac 15 kg coûtait autour 280 euros mois juillet 2022 dépasse 550 euros prix évoluent hausse quasiment jours livraisons prennent semaines craindre risque imminent pénurie guerre ukraine renforcer tendance allemagne russie biélorussie principaux exportateurs pellets france stoppé exportations bois sciures demande forte offre ressources commencent faire défaut cas circonscription député élue municipale vient interroger rupture approvisionnement augmentation coûts français pouvoir acheter long terme granulés bois prix inflationnistes suffisamment combustible répondre besoins hiver 2022 face situation inédite inquiétante demande mesures envisagées répondre besoins énergétiques venir français aider faire face pénurie prix élevés combustible bois éviter producteurs français soient frappés pénurie bois
458|Rassemblement National|M. Nicolas Dragon|Transition énergétique|énergie et carburants|Question sur l'indisponibilité d'une partie du parc électro-nucléaire français|02/08/2022|M. Nicolas Dragon interroge Mme la ministre de la transition énergétique sur l'indisponibilité de près de la moitié du parc électro-nucléaire français. La France, qui pendant des années, des décennies, était une puissance nucléaire notamment en matière électrique (deuxième parc mondial) avec un grand électricien, une grande entreprise, EDF, reconnue mondialement, qui permettait aux Français d'avoir les prix les moins chers de toute l'Europe, la France est devenue en quelques années un pays de seconde zone où on annonce désormais - à la stupéfaction générale, qui l'aurait cru ? - qu'une pénurie devient possible et que les prix en France ne sont plus les moins chers d'Europe ! Les centrales nucléaires françaises - garantie absolue d'une énergie décarbonée, abondante, aux tarifs modérés pour les Français pendant des années - comment se fait-il qu'aucune mesure de précaution n'ait pu être prise pour éviter cette situation invraisemblable, d'un taux d'indisponibilité jamais atteint du parc nucléaire ? Gouverner c'est prévoir, force est de constater que rien n'a été prévu, puisqu'on demande désormais aux Français la plus grande sobriété, pour essayer de sauver l'indépendance énergétique du pays, notamment pour l'hiver 2022-2023. Il lui demande des explications à ce sujet.|interroge transition énergétique indisponibilité moitié parc électro-nucléaire français france années décennies puissance nucléaire matière électrique parc mondial grand électricien grande entreprise edf reconnue mondialement permettait français prix chers europe france devenue années pays seconde zone annonce stupéfaction générale cru pénurie devient prix france chers europe centrales nucléaires françaises garantie absolue énergie décarbonée abondante tarifs modérés français années -il aucune mesure précaution prise éviter situation invraisemblable taux indisponibilité jamais atteint parc nucléaire gouverner prévoir force constater rien été prévu puisqu' demande français grande sobriété essayer sauver indépendance énergétique pays hiver 2022 2023 demande explications sujet
459|Les Républicains|Mme Justine Gruet|Transition énergétique|énergie et carburants|Raccordement des bornes de recharge électrique  au réseau d'électricité|02/08/2022|Mme Justine Gruet interroge Mme la ministre de la transition énergétique sur le raccordement des bornes de recharge électrique au réseau d'électricité. Avec le développement des voitures électriques, la France comptait, au 31 mai 2022, 62 136 points de recharge électrique ouverts au public. Aujourd'hui, 219 aires d'autoroute en sont équipées, dont 70 % avec des bornes à haute puissance. L'objectif étant que toutes les aires d'autoroute du réseau français soient couvertes en 2023. Le raccordement des bornes au réseau électrique est effectué par Enedis. Chaque borne de recharge électrique rapide a une puissance de 150 à 350 kW. Sur les aires d'autoroute, il en est installé une dizaine, parfois une vingtaine, pour anticiper les besoins à venir lors des journées de pointe (grands départs). Or une telle consommation pourrait déstabiliser le réseau d'électricité local, ce qui suscite l'inquiétude des maires des communes situées autour des aires d'autoroute. Il est parfois difficile pour eux d'avoir des informations fiables devant la multiplicité des interlocuteurs et l'absence de schémas nationaux. Elle lui demande si une stratégie nationale existe sur la question du raccordement des bornes au réseau électrique, sur les déséquilibres qu'elles peuvent engendrer et, plus largement, sur la soutenabilité du surcroît de consommation à l'échelle d'un territoire.|interroge transition énergétique raccordement bornes recharge électrique réseau électricité développement voitures électriques france comptait 31 mai 2022 62 136 points recharge électrique public aujourd'hui 219 aires autoroute équipées 70 bornes haute puissance objectif aires autoroute réseau français soient couvertes 2023 raccordement bornes réseau électrique effectué enedis borne recharge électrique rapide puissance 150 350 kw. aires autoroute installé dizaine vingtaine anticiper besoins venir journées pointe grands départs consommation déstabiliser réseau électricité local suscite inquiétude maires communes situées autour aires autoroute difficile informations fiables multiplicité interlocuteurs absence schémas nationaux demande stratégie nationale existe question raccordement bornes réseau électrique déséquilibres engendrer largement soutenabilité surcroît consommation échelle territoire
460|Les Républicains|M. Éric Pauget|Transition énergétique|énergie et carburants|Revalorisation des tarifs d'achat de l'électricité photovoltaïque|02/08/2022|M. Éric Pauget appelle l'attention de Mme la ministre de la transition énergétique sur les tarifs d'achat de l'électricité photovoltaïque pour les particuliers qui ont fait le choix de l'autoconsommation et de la revente de l'électricité en surplus. Dans ce contexte inédit de crise énergétique et alors que les prix de l'énergie flambent depuis 2021, les installations solaires connaissent un pic sans précédent. Plébiscitée par les particuliers, l'autoconsommation se présente comme une solution écologique et économique pour faire face au défi énergétique que le pays doit relever. En France, avec désormais, 150 000 autoconsommateurs solaires, les installations photovoltaïques atteignent leur plus haut niveau historique avec une augmentation de plus de 64 % en un an. Depuis 2006, les mesures d'aides au particulier dans le but de stimuler l'installation de panneaux solaires, que ce soit par des investissements directs ou par des exonérations de charges fiscales consenties aux particuliers, démontrent la volonté des gouvernements successifs de se tourner vers une énergie verte, soucieuse de l'environnement. Parmi les dispositifs incitatifs, le rachat d'énergie est un levier efficace en faveur de la démocratisation du recours aux installations solaires pour les particuliers. Pour répondre à cette crise énergétique et toujours dans cet esprit d'accompagnement, il serait sans doute nécessaire d'encourager encore plus fortement l'autoconsommation qui reste encore un marché annexe de l'énergie photovoltaïque. Actuellement le tarif d'achat photovoltaïque du surplus d'électricité est de 0,10 euro par kWh pour une installation solaire d'une puissance totale inférieure ou égale à 9 kWc et de 0,06 euro pour une installation de 9,1 kWc à 100 kWc. Dénoncé par de nombreux particuliers qui s'estiment découragés par la faiblesse des tarifs de rachat de l'énergie photovoltaïque, ce seuil de 9,1 kWc à 100 kWc, prévu par le législateur, a pour effet de réduire la taille des installations et de limiter le marché aux consommateurs pouvant autoconsommer toute leur production. Aussi, pour encourager encore davantage l'ouverture de l'autoconsommation sans pénaliser les consommateurs qui ne sont pas toujours en mesure de consommer l'intégralité de leur production, il demande s'il est possible de revaloriser le prix de rachat aux installations solaires dont la puissance est supérieure à 9kWc.|appelle attention transition énergétique tarifs achat électricité photovoltaïque particuliers choix autoconsommation revente électricité surplus contexte inédit crise énergétique prix énergie flambent 2021 installations solaires connaissent pic précédent plébiscitée particuliers autoconsommation présente solution écologique économique faire face défi énergétique pays relever france 150 000 autoconsommateurs solaires installations photovoltaïques atteignent haut niveau historique augmentation 64 an 2006 mesures aides particulier but stimuler installation panneaux solaires investissements directs exonérations charges fiscales consenties particuliers démontrent volonté gouvernements successifs tourner énergie verte soucieuse environnement dispositifs incitatifs rachat énergie levier efficace faveur démocratisation recours installations solaires particuliers répondre crise énergétique esprit accompagnement doute nécessaire encourager fortement autoconsommation marché annexe énergie photovoltaïque actuellement tarif achat photovoltaïque surplus électricité 0,10 euro kwh installation solaire puissance totale inférieure égale 9 kwc 0,06 euro installation 9,1 kwc 100 kwc dénoncé particuliers estiment découragés faiblesse tarifs rachat énergie photovoltaïque seuil 9,1 kwc 100 kwc prévu législateur réduire taille installations limiter marché consommateurs pouvant autoconsommer production encourager davantage ouverture autoconsommation pénaliser consommateurs mesure consommer intégralité production demande revaloriser prix rachat installations solaires puissance supérieure 9kwc
461|Rassemblement National|M. Thibaut François|Europe et affaires étrangères|énergie et carburants|Vente du gaz français à l'Allemagne|02/08/2022|M. Thibaut François interroge Mme la ministre de l'Europe et des affaires étrangères sur la vente du gaz français à l'Allemagne. On a appris, le 12 juillet 2022, dans le journal La Tribune, que le Gouvernement était prêt à livrer du gaz à l'Allemagne, au nom de d'une « solidarité européenne ». Puis, à la suite de la présentation du plan pour faire face à la baisse de l'approvisionnement en gaz russe, le ministère de la transition énergétique a confirmé que la France pourrait livrer du gaz à l'Allemagne. D'après l'Insee, dans la circonscription de M. le député, le Douaisis, c'est plus de 80 % des ménages qui utilisent leur voiture pour se rendre sur leur lieu de travail. En 2019, près de 20 % de la population de la circonscription avait un niveau de vie inférieur au seuil de pauvreté, alors que cette part était de 14 % en France métropolitaine la même année. Il lui demande de quelle manière le Gouvernement palliera le manque de gaz pour les Français à l'automne et à l'hiver.|interroge europe affaires étrangères vente gaz français allemagne appris 12 juillet 2022 journal tribune gouvernement prêt livrer gaz allemagne nom solidarité européenne suite présentation plan faire face baisse approvisionnement gaz russe ministère transition énergétique confirmé france livrer gaz allemagne insee circonscription député douaisis 80 ménages utilisent voiture lieu travail 2019 20 population circonscription niveau vie inférieur seuil pauvreté part 14 france métropolitaine année demande manière gouvernement palliera manque gaz français automne hiver
462|Socialistes et apparentés|Mme Isabelle Santiago|Enfance|enfants|Mise en œuvre de la garantie européenne pour l'enfance|02/08/2022|Mme Isabelle Santiago appelle l'attention de Mme la secrétaire d'État auprès de la Première ministre, chargée de l'enfance, sur la mise en œuvre de la garantie européenne pour l'enfance. Alors que la recommandation établissant cette garantie européenne a été adoptée en mars 2021 par la Commission européenne, il se pose aujourd'hui la question de sa mise en œuvre concrète en France. En effet, cette garantie européenne prévoyait un plan d'action sur la période 2022-2030. Les enjeux que porte cette garantie sont immenses, son objectif étant de lutter contre la pauvreté et l'exclusion sociale des enfants en leur garantissant un accès à des services essentiels comme l'éducation, la santé, l'alimentation et le logement. Les études et rapports ne cessent de montrer les efforts qu'il reste à fournir afin de réduire les inégalités qui touchent les enfants, là où 3 millions d'entre eux vivent toujours en dessous du seuil de pauvreté et où les conséquences sociales et économiques de la crise sanitaire font peser un risque important d'augmentation de la pauvreté infantile. D'autant plus que l'on sait que les conséquences de la pauvreté infantile et de l'exclusion sociale se mesurent sur le long terme et impactent directement leur développement et leur vie d'adulte. Pourtant, alors même que la Présidence française de l'Union européenne était le moment opportun pour que la France se saisisse de ces enjeux et travaille sur un plan global ambitieux de lutte contre la pauvreté multidimensionnelle des enfants et malgré l'organisation d'un évènement dédié en mars 2022 par le Gouvernement, la stratégie française à cet égard reste floue. Les objectifs annoncés vont dans le bon sens avec entre autres la création d'un service public de la petite enfance, la mise en place d'un observatoire national de la non-scolarisation, zéro enfant à la rue d'ici 2030. Néanmoins, si ces objectifs sont ambitieux, il n'en reste pas moins que le plan d'action national remis par la France à la Commission européenne en mars 2022 laisse en suspens des questions primordiales telles que le financement de ces mesures, la continuité des stratégies mises en place essentielle pour une action qui permette de réduire les inégalités visiblement et sur le long terme ou encore les outils de la concrétisation de la transversalité des modes d'action. L'inquiétude grandit donc, d'autant plus après les conclusions du Comité d'évaluation de la stratégie nationale de prévention et de lutte contre la pauvreté, car l'urgence est là, l'urgence d'enfin changer la vie de millions d'enfants. Mme la députée demande à Mme la secrétaire d'État qu'en est-il donc aujourd'hui concrètement de la mise en place de la garantie européenne pour l'enfance en France qui constitue en outre une opportunité essentielle de structurer une politique publique ambitieuse et globale pour l'enfance et de porter toujours plus haut les droits de l'enfant. Enfin, elle souhaite connaître les moyens que le Gouvernement, dans son ensemble, compte mettre en place et surtout dans quel délai.|appelle attention secrétaire état auprès chargée enfance mise œuvre garantie européenne enfance recommandation établissant garantie européenne été adoptée mars 2021 commission européenne pose aujourd'hui question mise œuvre concrète france garantie européenne prévoyait plan action période 2022 2030 enjeux porte garantie immenses objectif lutter contre pauvreté exclusion sociale enfants garantissant accès services essentiels éducation santé alimentation logement études rapports cessent montrer efforts fournir réduire inégalités touchent enfants 3 millions vivent seuil pauvreté conséquences sociales économiques crise sanitaire peser risque important augmentation pauvreté infantile autant conséquences pauvreté infantile exclusion sociale mesurent long terme impactent développement vie adulte pourtant présidence française union européenne moment opportun france saisisse enjeux travaille plan global ambitieux lutte contre pauvreté multidimensionnelle enfants organisation évènement dédié mars 2022 gouvernement stratégie française égard floue objectifs annoncés bon sens création service public petite enfance mise place observatoire national non-scolarisation zéro enfant rue ici 2030 objectifs ambitieux plan action national remis france commission européenne mars 2022 laisse suspens questions primordiales financement mesures continuité stratégies mises place essentielle action permette réduire inégalités visiblement long terme outils concrétisation transversalité modes action inquiétude grandit autant conclusions comité évaluation stratégie nationale prévention lutte contre pauvreté urgence urgence changer vie millions enfants députée demande secrétaire état -il aujourd'hui concrètement mise place garantie européenne enfance france constitue opportunité essentielle structurer politique publique ambitieuse globale enfance porter haut droits enfant souhaite connaître moyens gouvernement ensemble compte mettre place délai
463|Socialistes et apparentés|Mme Cécile Untermaier|Enfance|enfants|Placement des enfants par l'aide sociale à l'enfance|02/08/2022|Mme Cécile Untermaier appelle l'attention de Mme la secrétaire d'État auprès de la Première ministre, chargée de l'enfance, sur le placement des enfants par l'aide sociale à l'enfance (ASE). La Saône-et-Loire a connu un drame en début d'année 2022 avec Anthony Lambert, jeune de 17 ans, placé par l'aide sociale à l'enfance depuis l'âge de quatre ans, retrouvé mort près du camping où il était hébergé. Le placement de ce mineur dans le camping de Lugny, interroge de nombreux concitoyens sensibilisés à cette question majeure de la protection de l'enfance. L'article 221-1 du code de l'action sociale et des familles dispose que « pour l'accomplissement de ses missions [...] le service de l'aide sociale à l'enfance peut faire appel à des organismes publics ou privés habilités dans les conditions prévues aux articles L. 313-8, L. 313-8-1 et L. 313-9 ou à des personnes physiques ». Cette possibilité d'agrément a pour objet de faciliter l'accueil de l'enfance en danger, à laquelle on doit apporter toute son attention. Pour autant, la loi n° 2022-140 du 7 février 2022, qui tend à renforcer la protection des enfants, interdit le placement à l'hôtel des mineurs et jeunes majeurs confiés à l'ASE et, dans cet esprit, il semble à Mme la députée que les campings obéissent aux mêmes réserves que celles qui ont conduit le législateur à interdire le placement dans les établissements hôteliers. Aussi, elle lui demande les suites que le Gouvernement envisage de réserver à cette question du placement de ces enfants en souffrance, question essentielle que les départements ne peuvent porter seuls, sans les directives et le soutien de l'État. Elle lui demande aussi de lui faire connaître les modalités de contrôle mises en place pour s'assurer de la bonne application de la loi, dans l'intérêt supérieur de l'enfant.|appelle attention secrétaire état auprès chargée enfance placement enfants aide sociale enfance ase saône-et-loire connu drame début année 2022 anthony lambert jeune 17 ans placé aide sociale enfance âge ans retrouvé mort camping hébergé placement mineur camping lugny interroge concitoyens sensibilisés question majeure protection enfance article 221 1 code action sociale familles dispose accomplissement missions service aide sociale enfance faire appel organismes publics privés habilités conditions prévues articles l. 313 8 l. 313 8 1 l. 313 9 personnes physiques possibilité agrément objet faciliter accueil enfance danger apporter attention autant loi n° 2022 140 7 février 2022 renforcer protection enfants interdit placement hôtel mineurs jeunes majeurs confiés ase esprit députée campings obéissent réserves conduit législateur interdire placement établissements hôteliers demande suites gouvernement envisage réserver question placement enfants souffrance question essentielle départements porter directives soutien état demande faire connaître modalités contrôle mises place assurer bonne application loi intérêt supérieur enfant
464|Renaissance|M. Bertrand Sorre|Intérieur et outre-mer|enfants|Rapatriement des enfants français et femmes françaises en Syrie|02/08/2022|M. Bertrand Sorre attire l'attention de M. le ministre de l'intérieur et des outre-mer sur la décision de la Belgique de rapatrier 16 enfants et 6 femmes belges du camp de Roj, au Nord-Est de la Syrie. Selon la section de la Ligue des droits de l'homme d'Avranches, plus aucun enfant et plus aucune mère ressortissants d'un État de l'UE ne sont retenus dans un camp en Syrie ; sauf des enfants français et leurs mères françaises qui y sont toujours captifs et ce dans des conditions indignes. Même si, récemment, 35 enfants et 16 mères ont été rapatriés, il reste toujours 165 enfants et 35 mères dans les camps de Roj et Al Hol au nord-est syrien. Aussi, il souhaiterait savoir ce qu'entend faire le Gouvernement à ce sujet et si le ministère compte prendre exemple sur la Belgique et rapatrier tous les enfants français et leurs mères françaises bloqués en Syrie.|attire attention intérieur outre-mer décision belgique rapatrier 16 enfants 6 femmes belges camp roj nord-est syrie section ligue droits homme avranches aucun enfant aucune mère ressortissants état ue retenus camp syrie enfants français mères françaises captifs conditions indignes récemment 35 enfants 16 mères été rapatriés 165 enfants 35 mères camps roj al hol nord-est syrien souhaiterait savoir entend faire gouvernement sujet ministère compte prendre exemple belgique rapatrier enfants français mères françaises bloqués syrie
465|Libertés, Indépendants, Outre-mer et Territoires|Mme Béatrice Descamps|Solidarités, autonomie et personnes handicapées|enseignement|Ancienneté - contractuel en formation - enseignants|02/08/2022|Mme Béatrice Descamps appelle l'attention de M. le ministre des solidarités, de l'autonomie et des personnes handicapées sur la prise en compte de l'ancienneté en tant que contractuel en formation CAPEJS (certificat d'aptitude au professorat de l'enseignement des jeunes sourds) au moment de la titularisation dans le corps des professeurs d'enseignement général (PEG) des instituts nationaux de jeunes sourds (INJS) qui compte environ 135 agents. Par décisions de justice (tribunaux de Bordeaux et de Strasbourg) rendues en faveur de 3 agents diplômés du CAPEJS titularisés en 2012, il a été mis en évidence que le ministère des solidarités et de la santé a comptabilisé de façon erronée les 2 années passées dans cette formation. En effet, il s'est basé sur la rémunération des agents (payés à 60 % d'un temps plein afin de prendre en compte certains frais de formation) et non sur la durée effective de service qui correspond à un temps plein. Conformément aux textes en vigueur, l'ancienneté en tant que contractuel de catégorie A est, au moment de la titularisation, reprise à 50 %. Ainsi, ces agents se sont vu appliquer une reprise à 30 % (50 % de 60 %) au lieu d'un taux à 50 % leur faisant perdre plus de 4 mois d'ancienneté (qui se répercutent à chaque avancement d'échelon et a donc une incidence financière, de promotion, de droits à la retraite...). Par ailleurs, le ministère n'a pas procédé à ce traitement avec l'ensemble des agents : certains agents titularisés au début des années 2000 ayant eu une prise en compte à 100 % de ces années. Également, il n'a jamais pris le soin d'informer les agents concernés ni des modalités de calculs appliqués dans ce cas de figure, ni des services pris en compte lors de leurs titularisations. Depuis 2018, il a pris la décision de rectifier les carrières des agents titularisés depuis 2014, créant une nouvelle iniquité de traitement. Certains agents n'ayant pas bénéficié de cette régularisation ont interpellé le ministère qui a indiqué qu'il ne réétudierait pas leurs situations et qu'il fallait qu'ils s'engagent dans une démarche juridique. À l'heure où les tribunaux sont débordés, où la médiation est préconisée, ces agents s'interrogent sur la réponse apportée par le ministère qui les contraint à s'engager dans une démarche de longue haleine et qui continue de les pénaliser alors qu'ils ne représentent au maximum que 30 personnes. Elle lui demande sa position sur ce sujet.|appelle attention solidarités autonomie personnes handicapées prise compte ancienneté contractuel formation capejs certificat aptitude professorat enseignement jeunes sourds moment titularisation corps professeurs enseignement général peg instituts nationaux jeunes sourds injs compte 135 agents décisions justice tribunaux bordeaux strasbourg rendues faveur 3 agents diplômés capejs titularisés 2012 été mis évidence ministère solidarités santé comptabilisé erronée 2 années passées formation basé rémunération agents payés 60 temps plein prendre compte frais formation non durée effective service correspond temps plein conformément textes vigueur ancienneté contractuel catégorie moment titularisation reprise 50 agents appliquer reprise 30 50 60 lieu taux 50 perdre 4 mois ancienneté répercutent avancement échelon incidence financière promotion droits retraite ailleurs ministère procédé traitement ensemble agents agents titularisés début années 2000 prise compte 100 années jamais pris soin informer agents concernés modalités calculs appliqués cas figure services pris compte titularisations 2018 pris décision rectifier carrières agents titularisés 2014 créant nouvelle iniquité traitement agents bénéficié régularisation interpellé ministère indiqué réétudierait situations fallait engagent démarche juridique heure tribunaux débordés médiation préconisée agents interrogent réponse apportée ministère contraint engager démarche longue haleine continue pénaliser représentent maximum 30 personnes demande position sujet
466|Socialistes et apparentés|M. Hervé Saulignac|Éducation nationale et jeunesse|enseignement|Difficultés d'application de la loi concernant l'instruction en famille|02/08/2022|M. Hervé Saulignac appelle l'attention du M. le ministre de l'éducation nationale et de la jeunesse s'agissant des difficultés d'application de la loi confortant le respect des principes de la République concernant l'instruction en famille (IEF). L'IEF n'est plus soumise comme auparavant à déclaration auprès de la mairie, mais à demande d'autorisation auprès des services départementaux de l'éducation nationale. Quatre motifs permettent de déterminer les raisons qui poussent une famille à instruire leur enfant : état de santé ou situation de handicap ; pratique intensive d'une activité sportive ou artistique ; itinérance de la famille ou éloignement géographique de tout établissement scolaire public ; existence d'une situation propre à l'enfant motivant le projet éducatif. S'agissant du dernier motif, il a pu être observé que plusieurs académies, dont celle de Grenoble, opposent un refus systématique des demandes d'autorisation au prétexte que le dossier ne permet pas d'établir de situation propre à l'enfant. Or ni l'article R. 131-11-5 du code de l'éducation, ni même la notice CERFA de demande d'autorisation ne font mention de la nécessité d'établir la nature de la situation propre de l'enfant motivant le projet éducatif, comme ce risque avait été discuté lors des débats parlementaires. Le Conseil constitutionnel avait lui-même indiqué dans sa décision n° 2021-823DC que « la situation propre de l'enfant » signifie, d'une part, de s'assurer que l'instructeur est « en mesure de permettre à l'enfant d'acquérir le socle commun de connaissances, de compétences et de culture » tel que défini dans le code de l'éducation. Il s'agit, d'autre part, que « le projet d'IEF comporte des éléments essentiels de l'enseignement et de la pédagogie adaptés aux capacités et au rythme de l'apprentissage de l'enfant ». Aussi, il lui demande ce qu'entend faire le ministère pour que l'ensemble des services déconcentrés de l'État instructeurs des demandes d'IEF fassent appliquer la loi et cela, de façon homogène sur l'ensemble du territoire français.|appelle attention éducation nationale jeunesse agissant difficultés application loi confortant respect principes république instruction famille ief ief soumise auparavant déclaration auprès mairie demande autorisation auprès services départementaux éducation nationale motifs permettent déterminer raisons poussent famille instruire enfant état santé situation handicap pratique intensive activité sportive artistique itinérance famille éloignement géographique établissement scolaire public existence situation propre enfant motivant projet éducatif agissant dernier motif observé académies grenoble opposent refus systématique demandes autorisation prétexte dossier établir situation propre enfant article r. 131 11 5 code éducation notice cerfa demande autorisation mention nécessité établir nature situation propre enfant motivant projet éducatif risque été discuté débats parlementaires conseil constitutionnel indiqué décision n° 2021 823dc situation propre enfant signifie part assurer instructeur mesure permettre enfant acquérir socle commun connaissances compétences culture défini code éducation agit part projet ief comporte éléments essentiels enseignement pédagogie adaptés capacités rythme apprentissage enfant demande entend faire ministère ensemble services déconcentrés état instructeurs demandes ief fassent appliquer loi homogène ensemble territoire français
467|Socialistes et apparentés|M. Hervé Saulignac|Éducation nationale et jeunesse|enseignement|Enfants en UEMA ou UEEA dans le cadre des mesures de carte scolaire|02/08/2022|M. Hervé Saulignac appelle l'attention M. le ministre de l'éducation nationale et de la jeunesse sur les enfants avec troubles du spectre de l'autisme (TSA) en unité d'enseignement en maternelle ou en élémentaire (UEMA ou UEEA). La stratégie nationale pour l'autisme 2018-2022 du Président de la République portait notamment comme engagement phare de garantir la scolarisation effective des jeunes et des enfants autistes de la maternelle à l'enseignement supérieur. Ces unités d'enseignement ont, depuis, essaimé sur l'ensemble du territoire français et ont permis la scolarisation en milieu ordinaire et la sociabilisation d'un grand nombre d'enfants autistes. Or, dans le cadre des mesures en cours de carte scolaire, les enfants en UEMA ou en UEEA sont comptabilisés sans qu'il ne soit tenu compte des moyens supplémentaires que nécessitent ces élèves. Ainsi, des classes sont amenées à être fermées à la prochaine rentrée scolaire, constituant, de fait, des effectifs plus importants qui ne permettront plus d'accueillir de façon aussi inclusive les élèves avec TSA. Aussi, il lui demande quelles mesures les services de l'éducation nationale vont-ils mettre en œuvre pour prendre en compte, dans le cadre de la carte scolaire, les besoins que nécessitent les enfants autistes en matière d'accompagnement humain et d'effectifs réduits.|appelle attention éducation nationale jeunesse enfants troubles spectre autisme tsa unité enseignement maternelle élémentaire uema ueea stratégie nationale autisme 2018 2022 président république portait engagement phare garantir scolarisation effective jeunes enfants autistes maternelle enseignement supérieur unités enseignement essaimé ensemble territoire français permis scolarisation milieu ordinaire sociabilisation grand nombre enfants autistes cadre mesures cours carte scolaire enfants uema ueea comptabilisés tenu compte moyens supplémentaires nécessitent élèves classes amenées fermées prochaine rentrée scolaire constituant effectifs importants permettront accueillir inclusive élèves tsa demande mesures services éducation nationale -ils mettre œuvre prendre compte cadre carte scolaire besoins nécessitent enfants autistes matière accompagnement humain effectifs réduits
